type,title,author,year,latitude,longitude,image_name
Escultura,MAUSOLEO FAMILIA JUAN PABLO GONZÁLEZ ,DESCONOCIDO,sin fecha,6.265592,-75.561177,desconocido_mausoleofamiliajuanpablogonzalez.png
Escultura,MAUSOLEO FAMILIA VÁSQUEZ URIBE,DESCONOCIDO,sin fecha,6.265573,-75.561104,desconocido_mausoleofamiliavasquezuribe.png
Escultura,MAUSOLEO FAMILIA MORENO,DESCONOCIDO,sin fecha,6.265605,-75.561018,desconocido_mausoleofamiliamoreno.png
Escultura,EL CORAZÓN DE JESÚS,DESCONOCIDO,sin fecha,6.265568,-75.560968,desconocido_elcorazondejesus.png
Escultura,VIRGEN DEL PERPETUO SOCORRO,RAUL ÁLVAREZ MEJÍA,1996,6.253379,-75.588310,raulalvarezmejia_virgendelperpetuosocorro.png
Escultura,NUESTRA SEÑORA DEL CARMEN,MARTHA VÉLEZ ,1998,6.257120,-75.614124,marthavelez_nuestrasenoradelcarmen.png
Escultura,NUESTRA SEÑORA DE LA MACARENA,GABRIEL RIPOLL,1997,6.253003,-75.582882,gabrielripoll_nuestrasenoradelamacarena.png
Escultura,VIRGEN DE FÁTIMA,RODRIGO ISAZA,1996,6.230001,-75.575657,rodrigoisaza_virgendefatima.png
Escultura,NUESTRA SEÑORA DE COLOMBIA,FERNANDO BOTERO - LIBARDO RUIZ,1998,6.247279,-75.569713,fernandobotero_libardoruiz_nuestrasenoradecolombia.png
Escultura,LA VIRGEN DE LA MONTAÑA,MARTHA LUCÍA VÉLEZ,1997,6.249092,-75.575250,marthaluciavelez_lavirgendelamontana.png
Escultura,NUESTRA SEÑORA DE LA CANDELARIA,EDUARDO TORO,sin fecha,6.250649,-75.568254,eduardotoro_nuestrasenoradelacandelaria.png
Escultura,LA NIÑA MARÍA,HUMBERTO PÉREZ ,1969,6.185969,-75.585620,humbertoperez_laninamaria.png
Escultura,VIRGEN DEL BUEN CONSEJO,GABRIEL JAIME PEPE OTÁLVARO,1997,6.193265,-75.582337,gabrieljaimepepeotalvaro_virgendelbuenconsejo.png
Escultura,NUESTRA SEÑORA DE GUADALUPE,OLGA LUCÍA GUTIÉRREZ ,1997,6.263828,-75.563368,olgaluciagutierrez_nuestrasenoradeguadalupe.png
Escultura,VIRGEN DE LA ANUNCIACIÓN ,RAFAEL SAENZ - MARCO AURELIO SAENZ,1997,6.269523,-75.565922,rafaelsaenz_marcoaureliosaenz_virgendelaanunciacion.png
Escultura,LA VIRGEN DE LA MILAGROSA,LIBARDO RUIZ,1996,6.278417,-75.569462,libardoruiz_lavirgendelamilagrosa.png
Escultura,LA VIRGEN DE LA LECHE,JOSE IGNACIO VÉLEZ ,1999,6.290553,-75.564677,joseignaciovelez_lavirgendelaleche.png
Escultura,LA VISITACIÓN,LUCÍA SÁNCHEZ,1997,6.300428,-75.558433,luciasanchez_lavisitacion.png
Escultura,VIRGEN DE CHIQUINQUIRÁ,ROMEL TORO,1996,6.316082,-75.555386,romeltoro_virgendechiquinquira.png
Escultura,NUESTRA SEÑORA DE LOS DOLORES,CARLOS ACOSTA J,1998,6.258751,-75.597808,carlosacostaj_nuestrasenoradelosdolores.png
Escultura,VIRGEN DE LA POPA,REPRODUCCIÓN EDUARDO TORO GRAU,1996,6.212229,-75.578067,reproduccioneduardotorograu_virgendelapopa.png
Escultura,PERGAMINO AL TORO DE LIDIA,MARTÍN ACANTILADO ,1997,6.249611,-75.580652,martinacantilado_pergaminoaltorodelidia.png
Escultura,AL TORO DE LIDIA,MARTÍN ACANTILADO,1997,6.249756,-75.580613,martinacantilado_altorodelidia.png
Escultura,DIOS MERCURIO,RODRIGO ARENAS BETANCOURT,1997,6.247305,-75.569682,rodrigoarenasbetancourt_diosmercurio.png
Escultura,MOTIVO DE UN RODILLO EN CERÁMICA COSTADO NORTE,EDGAR JAIME ISAZA - CESAR VALENCIA,1997,6.250690,-75.568239,edgarjaimeisaza_cesarvalencia_motivodeunrodilloenceramicacostadonorte.png
Escultura,MOTIVO DE UN RODILLO EN CERÁMICA COSTADO SUR,EDGAR JAIME ISAZA - CESAR VALENCIA,1997,6.250714,-75.568242,edgarjaimeisaza_cesarvalencia_motivodeunrodilloenceramicacostadosur
Escultura,título desconocido,autor desconocido,1948,6.249848,-75.569304,autordesconocido_titulodesconocido2.png
Escultura,TROPEL ,ALICIA TAFUR,1969,6.250016,-75.569033,aliciatafur_tropel.png
Escultura,ATLANTES,autor desconocido,sin fecha,6.250098,-75.566740,autordesconocido_atlantes.png
Escultura,título desconocido,OCTAVIO MONTOYA,1965,6.272882,-75.588317,octaviomontoya_titulodesconocido.png
Escultura,RELOJ SOLAR,ANTONIO BERNAL GONZÁLEZ ,1997,6.269603,-75.565932,antoniobernalgonzalez_relojsolar.png
Escultura,RELIEVE DE AVES,PATRICIA RODRIGUEZ,1997,6.269531,-75.565917,patriciarodriguez_relievedeaves.png
Escultura,RELIEVE DE MANOS,MEJÍA,1997,6.269517,-75.565915,mejia_relievedemanos.png
Escultura,EL MAESTRO FORJADOR DE FUTURO,ALONSO RÍOS VANEGAS,1999,6.268973,-75.565987,alonsoriosvanegas_elmaestroforjadordefuturo.png
Escultura,SEMBRADOR DE ESTRELLAS,ALONSO RÍOS VANEGAS,1994,6.268833,-75.566339,alonsoriosvanegas_sembradordeestrellas.png
Escultura,MUJER EN LA BARANDA,FERNANDO ARROYAVE,1995,6.239527,-75.598430,fernandoarroyave_mujerenlabaranda.png
Escultura,SIMÓN BOLIVAR,RODRIGO ARENAS BETANCOURT,sin fecha,6.241382,-75.588486,no hay imagen
Escultura,JUEGO EN LA RAMPA,FERNANDO ARROYAVE,1994,6.240125,-75.598455,fernandoarroyave_juegoenlarampa.png
Escultura,LAS MONTAÑAS DE ANTIOQUIA,RODRIGUEZ NEL,sin fecha,6.245557,-75.598177,rodrigueznel_lasmontanasdeantioquia.png
Escultura,MONSEÑOR FÉLIX HENAO BOTERO,ALONSO GOEZ,1976,6.242442,-75.588789,alonsogoez_monseñorfelixhenaobotero.png
Escultura,MANUEL JOSÉ SIERRA,CONSTANTINO CARVAJAL,sin fecha,6.241973,-75.589604,constantinocarvajal_manueljosesierra.png
Escultura,título desconocido,autor desconocido,sin fecha,6.241802,-75.588918,autordesconocido_titulodesconocido3.png
Escultura,MANGLAR,RICARDO CÁRDENAS,2009,6.227062,-75.575077,ricardocardenas_manglar.png
Escultura,EL CAMINANTE (POSITIVO Y NEGATIVO),GRUPO UTOPÍA,2009,6.227195,-75.575640,grupoutopia_elcaminante.png
Escultura,EL PENSADOR,NADÍN OSPINA,2009,6.226666,-75.575353,nadinospina_elpensador.png
Escultura,MAMÁ CON COCHE,autor desconocido,sin fecha,6.254815,-75.619448,autordesconocido_mamaconcoche.png
Escultura,SOLMONTANA,HUMBERTO ELÍAS,1991,6.261363,-75.602164,humbertoelias_solmontana.png
Escultura,título desconocido,autor desconocido,sin fecha,6.212964,-75.569918,autordesconocido_titulodeconocido.png
Escultura,CARLOS E RESTREPO,autor desconocido,sin fecha,6.248053,-75.560828,autordesconocido_carloserestrepo.png
Escultura,ÁRBOL,autor desconocido,sin fecha,6.198251,-75.573933,autordesconocido_arbol.png
Escultura,INDÍGENAS,autor desconocido,sin fecha,6.249852,-75.563228,autordesconocido_indigenas.png
Escultura,PUJANZA,HUMBERTO ELÍAS,1983,6.250268,-75.564087,humbertoelias_pujanza.png
Escultura,título desconocido,autor desconocido,sin fecha,6.249766,-75.563089,autordesconocido_titulodesconocido4.png
Escultura,MARI - LUZ,FANNY FINKELMAN,2004,6.203141,-75.572053,fannyfinkelman_railuz.png
Escultura,MAR Y POSA,RONNY VAYDA,2004,6.206330,-75.571795,ronnyvayda_maryposa.png
Escultura,ANCIANO EN SILLA,PEDRO PABLO MURILLO,2002,6.308517,-75.572447,pedropablomurillo_ancianoensilla.png
Escultura,título desconocido,JUSTO AROZEMENA,sin fecha,6.197490,-75.568419,justoarozamena_titulodesconocido.png
Escultura,EL PESCADOR,ALONSO RÍOS VANEGAS,1977,6.247141,-75.562358,alonsoriosvanegas_elpescador.png
Escultura,título desconocido,autor desconocido,sin fecha,6.238375,-75.591797,autordesconocido_titulodesconocido5.png
Escultura,URBANIZACIÓN SAN SEBASTIÁN,OSCAR ROJAS,sin fecha,6.241110,-75.569687,no hay imagen
Escultura,título desconocido,autor desconocido,sin fecha,6.249221,-75.561983,autordesconocido_titulodesconocido6.png
Escultura,título desconocido,autor desconocido,sin fecha,6.251237,-75.563442,autordesconocido_titulodesconocido7.png
Escultura,SEÑALES PARTICULARES,TULIO RESTREPO,sin fecha,6.255171,-75.577923,tuliorestrepo_senalesparticulares.png
Escultura,DELIMA MARSH,TULIO RESTREPO,sin fecha,6.255158,-75.577959,tuliorestrepo_delimamarsh.png
Hallazgo Arqueológico,Cerro El Volador ,,Siglos XV al XVII d.C.,6.267174,-75.581672,
Hallazgo Arqueológico,Cerro de la Universidad Adventista - Barrio La Castellana ,,Siglos IX al XVI d.C.,6.237841,-75.614226,
Hallazgo Arqueológico,La Colinita ,,Siglos IX al XVI d.C.,6.200739,-75.592813,
Hallazgo Arqueológico,,,,,,
